info function time diff
data_in_copy-gemm-12544-64-147 sgemm_nt_kern 67.979350000 2.188603000
enter_omp-gemm-12544-64-147 sgemm_nt_kern 70.167953000 0.014525000
offload_wait __tgt_rtl_run_target_team_region 70.182478000 0.453557000
offload_return __tgt_rtl_run_target_team_region 70.636035000 0.011178000
data_out_copy-gemm-12544-64-147 sgemm_nt_kern 70.647213000 0.665493000
exit_omp-12544-64-147 sgemm_nt_kern 71.312706000 4.457672000
data_in_copy-gemm-3136-64-576 sgemm_nt_kern 75.770378000 1.677551000
enter_omp-gemm-3136-64-576 sgemm_nt_kern 77.447929000 0.012200000
offload_wait __tgt_rtl_run_target_team_region 77.460129000 0.354999000
offload_return __tgt_rtl_run_target_team_region 77.815128000 0.017846000
data_out_copy-gemm-3136-64-576 sgemm_nt_kern 77.832974000 0.164735000
exit_omp-3136-64-576 sgemm_nt_kern 77.997709000 1.570054000
data_in_copy-gemm-3136-64-576 sgemm_nt_kern 79.567763000 1.700213000
enter_omp-gemm-3136-64-576 sgemm_nt_kern 81.267976000 0.012554000
offload_wait __tgt_rtl_run_target_team_region 81.280530000 0.345500000
offload_return __tgt_rtl_run_target_team_region 81.626030000 0.010478000
data_out_copy-gemm-3136-64-576 sgemm_nt_kern 81.636508000 0.172957000
exit_omp-3136-64-576 sgemm_nt_kern 81.809465000 1.804954000
data_in_copy-gemm-3136-64-576 sgemm_nt_kern 83.614419000 1.668114000
enter_omp-gemm-3136-64-576 sgemm_nt_kern 85.282533000 0.012217000
offload_wait __tgt_rtl_run_target_team_region 85.294750000 0.353415000
offload_return __tgt_rtl_run_target_team_region 85.648165000 0.009878000
data_out_copy-gemm-3136-64-576 sgemm_nt_kern 85.658043000 0.160480000
exit_omp-3136-64-576 sgemm_nt_kern 85.818523000 1.581220000
data_in_copy-gemm-3136-64-576 sgemm_nt_kern 87.399743000 1.667080000
enter_omp-gemm-3136-64-576 sgemm_nt_kern 89.066823000 0.012530000
offload_wait __tgt_rtl_run_target_team_region 89.079353000 0.350779000
offload_return __tgt_rtl_run_target_team_region 89.430132000 0.009876000
data_out_copy-gemm-3136-64-576 sgemm_nt_kern 89.440008000 0.183183000
exit_omp-3136-64-576 sgemm_nt_kern 89.623191000 1.052558000
data_in_copy-gemm-784-128-576 sgemm_nt_kern 90.675749000 0.515992000
enter_omp-gemm-784-128-576 sgemm_nt_kern 91.191741000 0.012168000
offload_wait __tgt_rtl_run_target_team_region 91.203909000 0.171708000
offload_return __tgt_rtl_run_target_team_region 91.375617000 0.009876000
data_out_copy-gemm-784-128-576 sgemm_nt_kern 91.385493000 0.088957000
exit_omp-784-128-576 sgemm_nt_kern 91.474450000 0.794361000
data_in_copy-gemm-784-128-1152 sgemm_nt_kern 92.268811000 0.989202000
enter_omp-gemm-784-128-1152 sgemm_nt_kern 93.258013000 0.014702000
offload_wait __tgt_rtl_run_target_team_region 93.272715000 0.325329000
offload_return __tgt_rtl_run_target_team_region 93.598044000 0.010945000
data_out_copy-gemm-784-128-1152 sgemm_nt_kern 93.608989000 0.079252000
exit_omp-784-128-1152 sgemm_nt_kern 93.688241000 0.191666000
data_in_copy-gemm-784-128-64 sgemm_nt_kern 93.879907000 0.125255000
enter_omp-gemm-784-128-64 sgemm_nt_kern 94.005162000 0.012520000
offload_wait __tgt_rtl_run_target_team_region 94.017682000 0.026098000
offload_return __tgt_rtl_run_target_team_region 94.043780000 0.009825000
data_out_copy-gemm-784-128-64 sgemm_nt_kern 94.053605000 0.079151000
exit_omp-784-128-64 sgemm_nt_kern 94.132756000 0.917725000
data_in_copy-gemm-784-128-1152 sgemm_nt_kern 95.050481000 0.952098000
enter_omp-gemm-784-128-1152 sgemm_nt_kern 96.002579000 0.012175000
offload_wait __tgt_rtl_run_target_team_region 96.014754000 0.334606000
offload_return __tgt_rtl_run_target_team_region 96.349360000 0.011397000
data_out_copy-gemm-784-128-1152 sgemm_nt_kern 96.360757000 0.083454000
exit_omp-784-128-1152 sgemm_nt_kern 96.444211000 0.780969000
data_in_copy-gemm-784-128-1152 sgemm_nt_kern 97.225180000 0.942942000
enter_omp-gemm-784-128-1152 sgemm_nt_kern 98.168122000 0.022274000
offload_wait __tgt_rtl_run_target_team_region 98.190396000 0.338102000
offload_return __tgt_rtl_run_target_team_region 98.528498000 0.015094000
data_out_copy-gemm-784-128-1152 sgemm_nt_kern 98.543592000 0.086671000
exit_omp-784-128-1152 sgemm_nt_kern 98.630263000 0.560759000
data_in_copy-gemm-196-256-1152 sgemm_nt_kern 99.191022000 0.501267000
enter_omp-gemm-196-256-1152 sgemm_nt_kern 99.692289000 0.013671000
offload_wait __tgt_rtl_run_target_team_region 99.705960000 0.164610000
offload_return __tgt_rtl_run_target_team_region 99.870570000 0.014564000
data_out_copy-gemm-196-256-1152 sgemm_nt_kern 99.885134000 0.041210000
exit_omp-196-256-1152 sgemm_nt_kern 99.926344000 0.388622000
data_in_copy-gemm-196-256-2304 sgemm_nt_kern 100.314966000 0.911944000
enter_omp-gemm-196-256-2304 sgemm_nt_kern 101.226910000 0.012162000
offload_wait __tgt_rtl_run_target_team_region 101.239072000 0.331240000
offload_return __tgt_rtl_run_target_team_region 101.570312000 0.010284000
data_out_copy-gemm-196-256-2304 sgemm_nt_kern 101.580596000 0.039995000
exit_omp-196-256-2304 sgemm_nt_kern 101.620591000 0.114633000
data_in_copy-gemm-196-256-128 sgemm_nt_kern 101.735224000 0.105177000
enter_omp-gemm-196-256-128 sgemm_nt_kern 101.840401000 0.012251000
offload_wait __tgt_rtl_run_target_team_region 101.852652000 0.025206000
offload_return __tgt_rtl_run_target_team_region 101.877858000 0.009277000
data_out_copy-gemm-196-256-128 sgemm_nt_kern 101.887135000 0.040809000
exit_omp-196-256-128 sgemm_nt_kern 101.927944000 0.464518000
data_in_copy-gemm-196-256-2304 sgemm_nt_kern 102.392462000 0.952234000
enter_omp-gemm-196-256-2304 sgemm_nt_kern 103.344696000 0.012542000
offload_wait __tgt_rtl_run_target_team_region 103.357238000 0.342279000
offload_return __tgt_rtl_run_target_team_region 103.699517000 0.017871000
data_out_copy-gemm-196-256-2304 sgemm_nt_kern 103.717388000 0.040663000
exit_omp-196-256-2304 sgemm_nt_kern 103.758051000 0.398084000
data_in_copy-gemm-196-256-2304 sgemm_nt_kern 104.156135000 0.951440000
enter_omp-gemm-196-256-2304 sgemm_nt_kern 105.107575000 0.014547000
offload_wait __tgt_rtl_run_target_team_region 105.122122000 0.339538000
offload_return __tgt_rtl_run_target_team_region 105.461660000 0.009892000
data_out_copy-gemm-196-256-2304 sgemm_nt_kern 105.471552000 0.042163000
exit_omp-196-256-2304 sgemm_nt_kern 105.513715000 0.311765000
data_in_copy-gemm-49-512-2304 sgemm_nt_kern 105.825480000 1.141124000
enter_omp-gemm-49-512-2304 sgemm_nt_kern 106.966604000 0.012578000
offload_wait __tgt_rtl_run_target_team_region 106.979182000 0.178460000
offload_return __tgt_rtl_run_target_team_region 107.157642000 0.010888000
data_out_copy-gemm-49-512-2304 sgemm_nt_kern 107.168530000 0.020891000
exit_omp-49-512-2304 sgemm_nt_kern 107.189421000 0.198092000
data_in_copy-gemm-49-512-4608 sgemm_nt_kern 107.387513000 2.222313000
enter_omp-gemm-49-512-4608 sgemm_nt_kern 109.609826000 0.012069000
offload_wait __tgt_rtl_run_target_team_region 109.621895000 0.376398000
offload_return __tgt_rtl_run_target_team_region 109.998293000 0.009798000
